detector_id,correlation,correlation_ma
1526,0.504,0.670
153,0.342,0.495
15300,N/A,N/A
15301,-0.505,-0.504
15302,-0.825,-0.829
15303,-0.644,-0.632
15306,-0.447,-0.443
15307,-0.041,0.123
15308,-0.576,-0.575
15309,-0.314,-0.308
1535,-0.099,-0.071
1536,0.200,0.290
1537,-0.013,0.017
1538,0.479,0.616
154,0.791,0.893
1545,0.320,0.463
1546,0.044,0.121
1547,0.607,0.765
1548,0.857,0.931
1549,0.351,0.422
155,0.264,0.463
156,N/A,N/A
1566,-0.527,-0.552
1567,0.611,0.717
1568,0.564,0.655
1569,0.536,0.726
157,0.238,0.328
1570,0.598,0.671
1571,0.910,0.932
1572,-0.542,-0.581
1574,0.398,0.540
1575,0.174,0.313
1576,0.113,0.193
1577,0.419,0.628
1578,0.289,0.409
158,N/A,N/A
1580,0.616,0.688
1581,0.494,0.541
1582,0.262,0.453
1585,0.583,0.673
1587,-0.468,-0.483
1588,-0.729,-0.732
159,-0.513,-0.431
1593,0.389,0.589
1594,0.418,0.582
1595,0.056,-0.007
1596,-0.294,-0.311
1597,0.857,0.948
1598,-0.032,0.101
1599,0.268,0.232
16,0.550,0.698
160,0.073,0.249
1600,-0.270,-0.271
16001,N/A,N/A
16002,0.970,0.980
16003,0.239,0.299
16005,0.105,0.165
16006,-0.476,-0.449
16007,0.240,0.282
16008,0.232,0.335
16009,-0.079,-0.061
16010,0.048,0.098
16011,0.025,0.094
16014,-0.194,-0.239
16015,-0.055,0.052
16016,0.016,0.104
16017,0.042,0.089
16018,0.171,0.252
16019,-0.642,-0.636
16021,-0.154,-0.025
16022,0.106,0.107
16023,-0.057,-0.035
16025,0.030,0.021
16026,-0.381,-0.373
16028,-0.294,-0.309
16029,-0.069,0.038
16030,-0.888,-0.915
16033,-0.208,-0.087
16034,-0.258,-0.147
16035,-0.188,-0.147
16036,-0.586,-0.533
16037,-0.453,-0.443
16038,0.206,0.296
16039,0.090,0.183
16040,0.262,0.307
16042,-0.479,-0.442
16043,-0.211,-0.162
16044,0.230,0.321
16045,-0.339,-0.362
16046,-0.948,-0.947
16048,0.089,0.046
1606,0.267,0.519
1609,0.007,0.103
161,0.142,0.230
162,0.284,0.395
163,0.248,0.382
16300,-0.977,-0.978
16301,-0.881,-0.877
16302,-0.733,-0.745
16303,-0.721,-0.727
16304,-0.208,-0.160
164,0.077,0.224
165,-0.503,-0.465
16514,-0.355,-0.374
166,0.164,0.247
1664,0.208,0.285
1665,0.087,0.196
1666,0.265,0.491
167,0.296,0.322
1670,0.259,0.483
1671,0.440,0.740
1672,0.870,0.921
1673,0.190,0.398
1674,0.064,0.209
168,-0.136,-0.209
169,0.068,0.153
17,0.140,0.236
170,0.205,0.282
17001,0.655,0.761
17002,0.532,0.650
17003,0.162,0.241
17004,0.135,0.207
17005,-0.957,-0.969
17006,0.159,0.306
17007,-0.127,0.010
17008,0.080,0.200
17009,-0.728,-0.757
17010,-0.056,-0.039
17012,-0.522,-0.515
17013,-0.093,0.071
17014,-0.119,0.021
17015,0.157,0.230
17016,-0.221,0.029
17017,0.308,0.380
17018,0.304,0.368
17019,0.072,0.154
17020,-0.228,-0.074
17021,-0.332,-0.329
17022,-0.090,-0.080
17023,0.203,0.323
17024,-0.238,-0.165
17025,-0.314,-0.266
17031,-0.158,0.027
17034,-0.746,-0.722
17036,-0.260,-0.018
17037,0.190,0.422
17039,0.626,0.738
17040,0.276,0.348
17041,0.289,0.318
17043,-0.934,-0.927
17044,0.052,0.166
17045,-0.690,-0.687
17046,0.275,0.376
171,-0.038,0.106
172,-0.159,-0.010
1726,0.575,0.760
173,-0.418,-0.325
174,-0.216,-0.103
1744,0.819,0.841
1747,0.595,0.797
1748,0.688,0.840
1749,0.388,0.461
175,0.086,0.087
1751,0.834,0.899
1753,0.378,0.427
176,0.095,0.185
177,-0.586,-0.704
178,N/A,N/A
1785,-0.726,-0.736
1786,0.395,0.531
1787,-0.589,-0.614
1789,0.685,0.693
179,0.629,0.736
1790,N/A,0.658
1791,0.790,0.891
179D1_10,0.624,0.762
179D2_10,-0.518,-0.603
179D3_10,0.686,0.812
179D5_8,0.733,0.807
18,0.036,0.075
180,0.146,0.447
18001,-0.608,-0.318
18002,-0.394,-0.248
18003,0.354,0.488
18004,-0.109,-0.086
18005,0.146,0.184
18006,0.520,0.587
18007,0.252,0.272
18008,-0.008,0.014
18009,-0.150,-0.158
18010,0.045,0.074
18011,0.082,-0.034
18012,0.208,0.104
18013,-0.667,-0.701
18014,-0.076,-0.104
18015,-0.238,-0.199
18016,0.048,0.127
18017,-0.617,-0.457
18018,-0.440,-0.191
18019,-0.375,-0.176
18020,-0.561,-0.355
18021,-0.046,0.052
18022,-0.887,-0.940
18023,0.843,0.902
18024,0.113,0.159
1808,0.506,0.617
1809,0.545,0.584
181,0.077,0.133
1811,-0.073,-0.119
1812,0.183,0.354
1814,-0.346,-0.149
1815,0.523,0.606
1816,0.537,0.754
1817,0.534,0.719
1818,-0.096,-0.062
1819,0.569,0.724
182,-0.091,-0.131
1820,-0.095,-0.159
1821,0.070,0.156
1822,0.486,0.600
1823,N/A,0.578
1824,0.095,0.222
1825,0.590,0.814
1826,0.296,0.440
1827,-0.007,0.142
183,0.186,0.379
18301,0.164,0.182
18302,0.204,0.295
184,0.306,0.429
185,-0.406,-0.319
186,-0.024,-0.049
187,0.001,0.008
188,-0.351,-0.387
189,0.036,0.227
19,-0.869,-0.805
19-1,N/A,N/A
19-2,0.045,0.129
19-6,0.267,0.315
190,-0.305,-0.296
19001,-0.309,-0.111
19002,0.202,0.310
19003,0.032,0.149
19004,-0.231,-0.016
19005,-0.535,-0.333
19006,-0.369,-0.142
19007,0.549,0.696
19008,-0.234,-0.085
19009,-0.036,-0.025
19010,-0.946,-0.944
19011,-0.119,-0.122
19013,0.757,0.788
19014,0.328,0.402
19015,-0.701,-0.612
19016,-0.246,-0.251
19018,-0.193,-0.309
191,-0.590,-0.511
192,0.550,0.622
193,0.294,0.329
194,0.285,0.537
1945,0.054,0.113
1946,0.080,0.165
1947,N/A,0.063
1948,0.348,0.427
1949,-0.130,0.068
195,-0.082,-0.083
1951,0.010,0.154
196,-0.040,-0.048
1960,0.225,0.360
1961,-0.173,0.052
1964,0.596,0.678
1965,0.736,0.874
1966,0.505,0.519
1967,-0.054,-0.148
1968,-0.076,0.038
1969,-0.354,-0.444
197,0.335,0.477
198,-0.032,0.090
199,-0.162,-0.127
2,0.003,0.124
2-1,0.317,0.442
2-2,0.371,0.462
2-3,-0.301,-0.159
2-4,0.000,0.091
20,-0.820,-0.728
200,0.265,0.380
20001,-0.211,-0.093
20002,-0.487,-0.473
20003,0.019,0.056
20004,0.773,0.857
20005,-0.274,-0.187
20006,0.116,0.251
20007,0.071,0.174
20008,0.075,0.222
20009,0.438,0.547
2001,0.254,0.303
2001-E,0.830,0.833
2001-N,0.577,0.582
2001-S,0.323,0.327
2001-W,-0.180,-0.185
20010,0.301,0.373
20011,0.282,0.387
20012,0.160,0.107
2002,0.450,0.623
2002-E,0.486,0.493
2002-N,0.615,0.617
2002-S,0.295,0.300
2002-W,0.397,0.399
2003,0.770,0.841
2003-S,0.421,0.423
2003-W,0.366,0.366
2004,0.034,0.111
2004-E,0.250,0.258
2004-N,0.706,0.709
2004-W,0.262,0.263
2005,0.235,0.359
2005-E,0.269,0.272
2005-N,0.424,0.431
2005-S,0.307,0.309
2005-W,0.332,0.335
2006,-0.728,-0.792
2006-E,0.785,0.789
2006-N,-0.027,-0.028
2006-S,-0.057,-0.059
2007,0.301,0.328
2007-S,0.473,0.477
2007-W,0.111,0.117
2008,-0.214,-0.213
2008-E,-0.094,-0.099
2008-N,0.293,0.295
2009,0.208,0.285
2009-W,-0.250,-0.249
201,0.361,0.470
201.31A,0.273,0.416
201.32A,0.566,0.687
2010,0.048,0.101
2010-E,0.314,0.313
2011,0.102,0.119
2012,0.844,0.870
2012-E,0.440,0.440
2012-N,0.719,0.721
2012-W,0.605,0.606
2013,0.122,0.158
2013-E,0.283,0.276
2013-S,0.427,0.431
2013-W,-0.229,-0.235
2014,0.431,0.627
2014-E,0.487,0.491
2014-N,0.367,0.373
2014-S,0.586,0.592
2014-W,0.604,0.604
2015,-0.070,-0.059
2015-S,-0.182,-0.184
2015-W,0.067,0.068
2016,0.558,0.457
2016-E,0.788,0.787
2016-N,0.416,0.419
2016-W,-0.356,-0.356
2017,0.929,0.976
2017-E,0.245,0.248
2017-N,0.716,0.719
2017-S,-0.334,-0.333
2018,0.189,0.263
2018-E,0.658,0.664
2018-N,0.257,0.258
2018-S,0.371,0.338
2018-W,0.462,0.464
2019,0.392,0.425
202,0.222,0.273
2020,0.276,0.367
2020-E,0.448,0.451
2020-N,0.689,0.692
2020-S,0.467,0.468
2020-W,0.401,0.407
2021,0.177,0.242
2021-E,0.628,0.635
2021-N,0.761,0.763
2021-S,0.796,0.799
2021-W,-0.086,-0.086
2022,0.800,0.855
2022-E,0.468,0.475
2022-N,0.536,0.539
2022-S,0.836,0.839
2022-W,0.312,0.315
2023,0.100,0.132
2023-E,0.168,0.171
2023-N,-0.415,-0.416
2023-S,0.944,0.945
2023-W,0.180,0.184
2024,0.088,0.143
2024-E,0.589,0.594
2024-N,0.572,0.576
2024-W,0.048,0.052
2025,0.095,0.233
2025-E,0.580,0.585
2025-N,0.313,0.316
2025-S,0.705,0.708
2025-W,0.037,0.041
2026,0.939,0.974
2026-E,0.534,0.537
2026-N,0.461,0.462
2026-S,-0.123,-0.118
2026-W,0.125,0.124
2027,0.266,0.330
2027-E,0.519,0.523
2027-N,0.635,0.638
2027-S,0.731,0.734
2027-W,0.246,0.255
2028,0.216,0.348
2028-E,0.032,0.034
2028-N,0.460,0.464
2028-W,0.488,0.488
2029,-0.023,-0.012
2029-E,0.576,0.579
2029-N,0.639,0.643
2029-S,0.290,0.296
2029-W,0.582,0.589
203,0.238,0.274
2030,0.023,0.035
2030-E,0.266,0.267
2030-N,0.381,0.383
2030-S,0.563,0.568
2030-W,0.420,0.424
2031,0.404,0.545
2031-E,0.187,0.187
2031-S,-0.208,-0.206
2031-W,0.477,0.481
2032,0.913,0.964
2032-E,0.437,0.438
2032-N,0.816,0.817
2032-W,0.337,0.341
2033,0.916,0.960
2033-E,0.755,0.759
2033-N,0.515,0.519
2033-S,0.744,0.751
2033-W,0.267,0.271
2034,0.899,0.949
2034-E,0.599,0.609
2034-N,0.799,0.802
2034-S,0.272,0.279
2034-W,-0.478,-0.477
2035,0.905,0.945
2035-E,0.219,0.222
2035-N,0.124,0.131
2035-S,0.056,0.054
2035-W,0.291,0.292
2036,0.128,0.330
2036-N,0.404,0.407
2036-S,0.363,0.366
2037,-0.265,-0.219
2037-E,0.198,0.198
2037-S,0.855,0.855
2037-W,0.630,0.632
2038,0.311,0.393
2038-E,0.486,0.492
2038-W,0.717,0.721
2039,-0.411,-0.485
2039-E,0.247,0.250
2039-W,0.508,0.514
204,0.170,0.251
204.31,0.088,0.093
204.32,0.463,0.592
2040,-0.279,-0.268
2040-N,0.758,0.761
2040-S,0.612,0.621
2040-W,0.661,0.667
2041,0.099,0.228
2042,0.710,0.761
2042-E,0.746,0.749
2042-N,0.624,0.625
2042-S,-0.119,-0.118
2042-W,-0.126,-0.130
2043,0.613,0.683
2043-N,0.537,0.542
2043-S,0.838,0.840
2043-W,-0.114,-0.117
2044,-0.640,-0.735
2045,-0.480,-0.503
2046,-0.139,-0.008
2046-N,0.311,0.325
2046-S,-0.331,-0.330
2046-W,0.065,0.064
2047,-0.415,-0.403
2047-N,0.714,0.717
2047-S,0.387,0.392
2047-W,0.322,0.326
2048,-0.425,-0.334
2048-S,0.835,0.839
2048-W,-0.202,-0.211
2049,0.277,0.368
2049-N,0.590,0.594
2049-W,0.127,0.130
205,-0.407,-0.451
205.11,0.495,0.625
205.12,0.508,0.625
205.21A,0.462,0.628
205.22A,0.428,0.547
205.41,0.238,0.265
205.42A,0.324,0.470
2050,-0.459,-0.516
2050-N,0.246,0.250
2050-S,0.328,0.336
2050-W,0.170,0.177
2051,0.217,0.381
2051-E,0.748,0.759
2052,0.072,0.252
2052-E,0.108,0.115
2053,-0.092,0.131
2053-E,0.305,0.309
2053-S,0.429,0.433
2054,0.701,0.843
2054-E,0.007,0.002
2054-N,0.532,0.537
2054-S,0.265,0.263
2055,-0.252,-0.262
2055-E,0.105,0.108
2055-S,-0.111,-0.109
2056,0.411,0.463
2056-E,0.191,0.196
2056-N,0.791,0.794
2056-S,0.324,0.329
2057,0.087,0.153
2057-E,0.165,0.173
2057-S,0.619,0.625
2058,0.284,0.391
2058-E,0.429,0.428
2058-N,0.749,0.752
2059,-0.064,-0.003
2059-E,0.058,0.054
2059-S,0.458,0.465
206,-0.427,-0.445
2060,-0.270,-0.347
2061,-0.052,-0.088
2061-N,0.578,0.577
2061-W,-0.038,-0.038
2062,-0.004,0.092
2062-S,-0.034,-0.036
2062-W,0.324,0.326
2063,0.329,0.340
2063-S,0.372,0.375
2063-W,0.347,0.350
2064,-0.159,-0.148
2064-N,0.416,0.422
2064-S,0.085,0.075
2064-W,-0.428,-0.432
2065,0.544,0.576
2065-N,0.756,0.758
2065-W,-0.610,-0.611
2066,-0.264,-0.168
2066-N,0.652,0.657
2066-S,0.383,0.380
2066-W,-0.073,-0.080
2067,0.144,0.100
2067-S,-0.071,-0.068
2067-W,0.080,0.080
2068,0.118,-0.082
2068-N,0.479,0.481
2068-W,0.467,0.470
2069,0.610,0.772
2069-N,0.518,0.524
2069-W,0.005,0.007
207,-0.116,-0.126
2070,-0.017,0.172
2070-E,0.061,0.062
2070-N,0.293,0.295
2071,-0.069,-0.101
2071-S,-0.317,-0.316
2072,0.219,0.400
2073,0.313,0.383
2073-E,0.183,0.186
2073-S,0.340,0.341
2074,-0.132,-0.110
2074-E,-0.308,-0.315
2074-N,0.144,0.143
2075-E,-0.432,-0.436
2075-N,0.543,0.547
2075-S,-0.176,-0.179
2076,0.281,0.442
2076-E,0.010,0.007
2076-N,0.598,0.604
2076-S,0.039,0.037
2077,0.583,0.672
2077-E,-0.130,-0.128
2077-S,-0.267,-0.272
2078-N,0.603,0.609
2079-E,0.140,0.144
2079-N,0.661,0.666
2079-S,0.320,0.325
208,0.781,0.853
208.12,0.306,0.534
208.13,0.526,0.681
208.14,-0.014,0.080
208.31A,0.585,0.682
208.32A,0.633,0.717
2081-E,-0.294,-0.301
2081-N,0.295,0.304
2081-W,0.408,0.410
2082,-0.329,-0.235
2082-E,-0.222,-0.217
2082-S,0.014,-0.002
2083-E,0.009,0.010
2083-W,0.275,0.270
2084-E,-0.069,-0.066
2084-S,0.666,0.669
2086-E,0.239,0.245
2086-N,-0.107,-0.106
2086-W,-0.149,-0.151
2087-E,0.127,0.137
2087-S,0.808,0.812
2088-N,-0.209,-0.211
2088-S,-0.264,-0.265
2088-W,0.195,0.200
2089-E,-0.132,-0.131
2089-S,0.552,0.554
2089-W,-0.009,-0.006
209,0.237,0.143
2091-E,0.110,0.113
2091-S,0.550,0.554
2091-W,-0.132,-0.131
2092-E,-0.106,-0.116
2092-N,0.251,0.255
2092-S,0.242,0.244
2092-W,0.060,0.064
2093-W,-0.413,-0.414
2094-E,0.359,0.367
2094-N,0.686,0.690
2094-W,-0.156,-0.154
2095-E,0.364,0.370
2095-N,0.482,0.488
2095-S,0.465,0.467
2095-W,-0.067,-0.065
2097-E,-0.094,-0.088
2097-N,0.405,0.411
2097-S,0.289,0.292
2097-W,0.627,0.630
2099-N,0.429,0.439
2099-S,0.468,0.469
21,0.239,0.307
21-1,N/A,N/A
21.X21_4,N/A,N/A
210,0.137,0.219
21001,0.450,0.547
21002,-0.710,-0.720
21003,-0.328,-0.294
21004,-0.061,-0.054
21005,0.540,0.664
21006,-0.089,0.013
21007,-0.400,-0.115
21008,0.338,0.436
21009,-0.165,-0.224
2101,0.388,0.512
2101-N,0.460,0.463
2101-S,0.140,0.137
21010,-0.237,-0.180
21011,0.780,0.841
21012,-0.294,-0.214
21013,-0.381,-0.392
21014,0.720,0.808
21015,-0.976,-0.981
21016,-0.511,-0.486
21017,-0.182,-0.180
21018,-0.073,-0.036
21019,-0.147,-0.162
21020,-0.769,-0.585
21021,-0.465,-0.511
21022,-0.036,0.033
21023,-0.518,-0.339
21024,0.076,0.222
21025,-0.638,-0.564
21026,-0.328,-0.268
21027,0.056,0.087
21028,0.839,0.881
21029,0.131,0.216
21030,-0.026,0.116
21031,-0.167,0.029
21032,-0.094,0.046
21033,0.101,0.171
21034,-0.958,-0.968
21035,0.357,0.457
2104,0.332,0.440
2104-S,0.100,0.099
2104-W,0.308,0.312
2105,0.052,-0.005
2105-N,0.516,0.521
2105-S,0.150,0.152
2105-W,0.131,0.136
2106,0.092,0.128
2106-S,0.115,0.113
2106-W,0.180,0.183
2107-N,0.403,0.403
2107-W,0.040,0.040
2108-W,0.553,0.556
2109-E,0.077,0.077
2109-W,0.211,0.215
211,0.522,0.644
2111,-0.081,-0.269
2111-W,0.288,0.291
2114,0.669,0.821
2116-E,0.151,0.154
2116-S,0.314,0.316
2117,0.838,0.914
2117-E,0.361,0.371
2117-N,0.754,0.758
2117-S,0.436,0.434
2118-E,0.472,0.476
2118-S,-0.167,-0.166
2119-E,0.414,0.412
2119-S,-0.147,-0.147
212,0.184,0.252
2127,0.095,0.127
2127-E,0.355,0.358
2127-N,-0.023,-0.018
2127-S,0.808,0.810
2127-W,0.052,0.052
2128-E,0.197,0.200
2128-N,0.686,0.690
2128-S,0.395,0.399
2128-W,0.151,0.152
2129-N,-0.230,-0.229
2129-W,N/A,N/A
213,-0.315,-0.335
2130-E,0.206,0.209
2130-N,0.379,0.384
2130-W,0.055,0.065
2134,0.331,0.554
2139-S,0.373,0.380
214,-0.180,-0.166
2140-S,0.597,0.603
2141,0.748,0.849
2141-N,0.229,0.232
2142-W,0.246,0.247
2149-E,0.276,0.279
2149-N,0.147,0.148
2149-S,0.840,0.843
215,0.601,0.634
2152,0.694,0.775
216,0.332,0.476
2160-N,0.230,0.233
2160-S,0.617,0.620
2161-E,0.470,0.475
2161-N,0.667,0.669
2161-S,0.493,0.496
2161-W,0.736,0.739
2162,0.359,0.450
2162-N,-0.230,-0.236
2163-E,0.446,0.449
2163-N,-0.139,-0.139
2163-S,0.624,0.628
2163-W,0.125,0.127
2164-E,-0.037,-0.035
2165,0.320,0.368
2166,-0.068,-0.032
2166-E,0.481,0.482
2166-N,0.628,0.632
2166-W,0.304,0.312
2167-E,0.763,0.767
2167-N,-0.221,-0.219
2167-S,0.586,0.595
2167-W,0.471,0.473
2168-E,0.440,0.444
2168-N,0.734,0.737
2168-S,0.058,0.061
2168-W,0.245,0.246
2169,0.310,0.533
2169-E,0.407,0.412
2169-W,0.729,0.735
217,-0.290,-0.234
2170-E,0.579,0.583
2170-N,-0.307,-0.305
2170-S,0.441,0.447
2170-W,0.422,0.432
2173-E,0.063,0.040
2173-N,0.193,0.198
2173-S,0.596,0.603
2173-W,0.254,0.257
2175,0.289,0.437
2176-E,-0.350,-0.362
2176-W,0.351,0.355
2177,0.363,0.437
2177-E,0.331,0.328
2177-W,0.613,0.615
218,-0.493,-0.467
2180-E,0.748,0.753
2180-W,0.240,0.242
2182,0.346,0.567
2183,0.129,0.177
2183-N,0.192,0.192
2183-W,0.442,0.446
2184,0.285,0.298
2184-E,-0.301,-0.317
2184-N,-0.112,-0.112
2184-S,-0.077,-0.078
2184-W,0.562,0.562
2186-E,0.201,0.203
2186-W,0.619,0.624
219,0.278,0.403
2190-N,0.847,0.851
2190-S,0.723,0.726
2190-W,0.563,0.570
2192,0.729,0.801
2192-E,0.491,0.503
2192-S,0.597,0.599
2193,0.291,0.347
2194-E,-0.532,-0.536
2194-N,0.926,0.927
2194-S,0.662,0.664
2196-N,0.669,0.670
2196-S,0.354,0.353
2197-N,0.916,0.918
2197-S,0.684,0.686
2198-N,0.628,0.628
2198-S,0.220,0.218
2198-W,0.760,0.762
2199-E,-0.120,-0.113
2199-N,0.861,0.862
2199-S,0.762,0.764
2199-W,0.236,0.238
22,0.081,0.254
220,N/A,N/A
2200,0.273,0.590
2200-E,0.354,0.359
2200-N,0.487,0.493
2200-S,0.341,0.346
2200-W,0.205,0.207
22001,-0.295,-0.183
22002,0.211,0.368
22003,0.500,0.586
22004,-0.344,-0.162
22005,-0.025,0.055
22006,-0.215,-0.101
22007,0.055,0.164
22008,-0.597,-0.589
22009,0.138,0.134
2201-E,0.288,0.288
2201-N,-0.065,-0.060
2201-W,0.334,0.336
22010,N/A,N/A
22011,-0.105,0.006
22012,0.690,0.777
22013,0.179,0.181
2202-N,0.507,0.512
2202-S,0.295,0.297
2203-E,0.519,0.524
2203-N,0.770,0.772
2203-S,0.558,0.560
2203-W,0.110,0.109
2204,0.075,0.007
2204-E,0.867,0.871
2204-N,0.064,0.064
2204-S,0.434,0.437
2204-W,0.617,0.622
2205-E,0.404,0.408
2205-N,0.834,0.838
2205-S,0.631,0.633
2205-W,0.615,0.619
2206,0.827,0.886
2206-N,0.703,0.708
2206-S,0.620,0.630
2207-E,-0.374,-0.378
2207-N,0.402,0.405
2207-S,0.106,0.099
2207-W,0.717,0.720
2208-E,0.435,0.441
2208-N,0.724,0.724
2208-S,0.560,0.565
2208-W,0.440,0.449
2209-E,0.001,0.008
2209-W,0.459,0.464
2210-E,0.223,0.226
2210-N,0.153,0.154
2210-S,-0.005,0.002
2210-W,0.602,0.606
2211-E,0.416,0.424
2211-N,0.759,0.761
2211-W,0.791,0.793
2212-E,0.162,0.156
2212-N,0.473,0.473
2212-S,0.755,0.756
2213-E,0.379,0.378
2213-N,0.689,0.696
2213-S,0.449,0.453
2213-W,0.581,0.584
2214-E,0.759,0.763
2215-E,-0.103,-0.104
2215-N,0.587,0.591
2215-S,0.096,0.102
2215-W,0.434,0.437
2217-N,-0.850,-0.852
2217-S,0.225,0.220
2217-W,0.622,0.624
2218,0.605,0.714
2218-N,0.398,0.403
2218-S,0.424,0.423
2218-W,0.023,0.024
2219-N,0.141,0.144
2219-S,0.264,0.265
2219-W,0.405,0.406
222,0.890,0.919
2220-E,0.485,0.488
2220-W,0.689,0.692
2221,0.808,0.892
2222,0.472,0.587
2222-E,0.427,0.432
2222-N,0.815,0.818
2222-S,-0.247,-0.248
2223,0.774,0.899
2224,0.795,0.839
2224-E,0.802,0.806
2224-N,0.599,0.600
2224-S,-0.063,-0.062
2225-E,0.791,0.794
2225-N,0.514,0.517
2225-S,0.350,0.352
223,-0.046,0.105
22300,-0.634,-0.646
22301,-0.674,-0.590
22302,0.208,0.264
22303,0.271,0.401
22304,-0.311,-0.224
2232-E,0.647,0.652
2232-N,0.713,0.717
2232-S,0.669,0.670
2235,0.589,0.672
2235-E,0.461,0.461
2235-N,0.755,0.757
2235-S,0.458,0.454
2235-W,-0.202,-0.212
2236-E,0.515,0.519
2236-N,0.433,0.437
2236-S,0.096,0.098
2238,0.637,0.806
2238-S,0.150,0.155
2238-W,0.298,0.292
2239,-0.179,-0.143
224,0.491,0.540
2240,0.661,0.790
2242,1.000,N/A
2242-E,0.457,0.461
2242-S,0.518,0.529
2242-W,0.251,0.252
2244,0.766,0.893
2245-E,0.685,0.693
2245-N,0.800,0.806
2245-S,0.488,0.484
2245-W,0.631,0.631
2246,0.902,0.949
2246-E,0.215,0.217
2246-N,0.401,0.407
2246-S,0.304,0.309
2246-W,0.718,0.721
2247,0.611,0.735
225,-0.230,-0.243
2250-E,0.233,0.233
2250-W,-0.258,-0.261
2251-E,-0.084,-0.096
2251-W,0.651,0.659
2252,0.775,0.870
2252-E,0.154,0.151
2252-N,0.665,0.671
2252-S,0.503,0.505
2252-W,0.283,0.242
2254,0.328,0.429
2254-E,0.587,0.595
2254-W,0.477,0.487
2255,0.139,-0.108
2256,0.662,0.776
2256-E,0.195,0.203
2256-N,0.122,0.125
2256-S,-0.148,-0.147
2257-N,0.148,0.153
2257-S,-0.073,-0.071
2258-E,0.505,0.510
2258-N,0.402,0.406
2258-S,0.170,0.168
2258-W,0.182,0.183
2259,0.207,0.398
2259-E,0.223,0.227
2259-W,0.608,0.615
226,0.499,0.529
2260,0.502,0.651
2260-E,0.258,0.260
2260-W,0.485,0.492
2261-E,0.113,0.114
2261-N,0.540,0.546
2261-S,0.202,0.200
2261-W,0.509,0.513
2263,0.653,0.774
2266-N,N/A,N/A
2266-S,nan,N/A
2269,-0.002,0.090
2269-E,0.206,0.208
2269-W,0.262,0.264
227,-0.101,-0.146
2270-E,-0.103,-0.102
2270-N,0.142,0.139
2270-S,0.137,0.137
2270-W,-0.025,-0.024
2273-E,0.227,0.233
2273-N,0.081,0.084
2273-S,0.505,0.508
2273-W,0.129,0.119
2277,0.424,0.622
2278-N,0.337,0.337
2278-S,-0.432,-0.434
228,0.139,0.174
2280-N,0.479,0.486
2280-S,0.586,0.590
2283,0.486,0.669
2283-N,0.436,0.444
2283-S,0.365,0.370
2285,-0.029,-0.023
2289,0.789,0.903
229,0.032,0.132
2293,0.853,0.923
23,-0.383,-0.415
230,0.834,0.861
2300,-0.276,-0.127
23001,0.100,0.065
23003,-0.153,-0.131
23005,0.310,0.263
23006,0.027,-0.047
23007,0.326,0.371
23008,0.748,0.806
23009,0.339,0.453
2301,-0.559,-0.428
23011,0.080,0.248
23012,-0.481,-0.508
23013,-0.101,-0.004
23014,-0.845,-0.847
23015,0.263,0.304
2302,0.896,0.936
2303,-0.398,-0.429
2304,-0.514,-0.346
2305,-0.371,-0.347
2309,0.703,0.819
2309-N,0.711,0.712
231,-0.040,-0.009
2310-N,0.319,0.323
2312,0.575,0.730
2315,0.576,0.675
2315-S,0.703,0.705
2316,0.101,0.138
2316-S,0.137,0.140
2317,0.607,0.762
2318,0.320,0.539
232,0.954,0.979
2320,0.332,0.479
2321,0.592,0.656
2327,0.824,0.885
233,0.487,0.520
234,0.533,0.525
2341,0.345,0.635
2349,0.339,0.431
235,N/A,-0.256
2350,0.133,0.225
2353-N,0.608,0.612
2353-S,0.395,0.398
2356-W,0.554,0.557
2358-S,-0.333,-0.332
2359-N,0.289,0.294
2359-S,N/A,N/A
236,-0.217,-0.186
2373,0.560,0.706
2375,0.811,0.853
238,0.007,-0.040
2383,0.423,0.502
239,0.191,0.374
2395,0.852,0.928
2397,-0.182,-0.298
2399,0.339,0.299
24,-0.075,-0.052
240,-0.283,-0.193
2400,0.555,0.799
2405,0.502,0.664
2407,0.686,0.796
241,0.383,0.458
2412,0.608,0.751
2413,0.016,0.086
2414,-0.209,-0.134
2417,1.000,N/A
2418,0.358,0.562
2419,0.397,0.575
242,-0.166,-0.081
2420,0.563,0.614
2421,0.382,0.420
2423,0.482,0.520
2424,0.200,0.349
2425,0.677,0.771
2426,0.354,0.481
2429,0.016,0.123
243,0.585,0.679
2430,-0.030,0.048
2431,-0.223,0.052
2432,0.599,0.779
2433,0.861,0.928
2434,0.432,0.495
2436,0.074,0.101
2437,0.576,0.689
2438,0.296,0.464
244,-0.284,-0.176
2441,0.292,0.417
2445,0.263,0.331
2449,0.764,0.839
245,-0.039,0.014
2450,0.190,0.280
246,0.259,0.284
2467,0.094,0.156
2469,0.280,0.467
247,-0.023,0.044
2470,1.000,N/A
2471,0.515,0.617
2472,N/A,N/A
2476,0.666,0.767
2477,N/A,N/A
248,-0.096,-0.017
2480,0.751,0.853
2485,0.032,0.157
249,-0.225,-0.242
2494,0.771,0.834
2497,-0.079,0.244
2498,0.538,0.601
2499,0.830,0.898
25,0.163,0.269
250,0.136,0.117
2500,-0.598,-0.546
2501,0.719,0.825
2506,N/A,N/A
251,-0.015,0.022
2510,0.670,0.713
2512,0.630,0.790
2516,0.122,0.289
2517,0.335,0.462
2518,0.794,0.835
2519,0.537,0.701
252,-0.345,-0.304
