tile_center_lon,tile_center_lat,tile_pop,nodes_count,avg_dist_m,max_dist_m,sample_node_ids
15.4475000001571754,47.0722222222026971,4.645459175109863,2,89.709,89.709,"(20929485, 21261046, 0);(21261046, 20929485, 0)"
15.4775000001571996,47.0822222222027023,4.645459175109863,2,88.668,88.668,"(82687951, 327555700, 0);(327555700, 82687951, 0)"
15.4730555557127509,47.0149999999804251,1.7249579429626465,2,87.711,87.711,"(269032860, 33028761, 0);(33028761, 269032860, 0)"
15.4544444446016254,47.0966666666471596,4.645459175109863,2,86.757,86.757,"(269015121, 332072299, 0);(332072299, 269015121, 0)"
15.3769444446015626,47.1074999999805044,4.645459175109863,2,85.040,85.040,"(245887088, 289402088, 0);(289402088, 245887088, 0)"
15.4958333334905483,47.1066666666471647,4.645459175109863,2,85.002,85.002,"(324245549, 1942562415, 0);(1942562415, 324245549, 0)"
15.4788888890460896,47.0341666666471099,4.645459175109863,3,55.138,56.152,"(20825435, 364380366, 0);(364380366, 20825435, 0);(1052226102, 364380366, 0)"
15.4269444446016024,47.0311111110915547,4.645459175109863,3,54.759,65.199,"(20959650, 1027914566, 0);(20959652, 20959650, 0);(21994014, 20959652, 0)"
15.4827777779349809,47.1155555555360621,4.645459175109863,2,81.431,81.431,"(293465362, 327686301, 0);(327686301, 293465362, 0)"
15.4463888890460623,47.0180555555359874,4.645459175109863,2,81.030,81.030,"(35466444, 35466449, 0);(35466449, 35466444, 0)"
15.5125000001572282,47.0905555555360422,4.645459175109863,2,80.871,80.871,"(291384917, 327549068, 0);(327549068, 291384917, 0)"
15.4813888890460909,47.106944444424947,4.645459175109863,2,80.377,80.377,"(293465362, 1041798293, 0);(1041798293, 293465362, 0)"
15.5072222223794469,47.1222222222027369,4.645459175109863,2,78.770,78.770,"(21301819, 317250905, 0);(317250905, 21301819, 0)"
15.4075000001571425,47.0591666666471298,4.645459175109863,2,75.692,75.692,"(271782264, 8660677289, 0);(8660677289, 271782264, 0)"
15.3744444446015613,47.0555555555360172,4.645459175109863,2,75.525,75.525,"(275572568, 2561293973, 0);(2561293973, 275572568, 0)"
15.4400000001571698,47.1238888888694021,4.645459175109863,2,75.524,75.524,"(195878370, 615543089, 0);(615543089, 195878370, 0)"
15.4972222223794383,47.0849999999804822,4.645459175109863,2,75.407,75.407,"(327784220, 327784286, 0);(327784286, 327784220, 0)"
15.5088888890461138,47.1030555555360522,4.645459175109863,2,73.397,73.397,"(266014133, 266037706, 0);(266037706, 266014133, 0)"
15.4736111112683083,47.0169444444248725,4.645459175109863,2,72.671,72.671,"(269032860, 1493514663, 0);(1493514663, 269032860, 0)"
15.4127777779349255,47.0616666666471346,4.645459175109863,2,72.164,72.164,"(21643219, 6244902831, 0);(6244902831, 21643219, 0)"
15.39277777793491,47.0280555555359925,4.645459175109863,2,71.399,71.399,"(35292603, 35292616, 0);(35292616, 35292603, 0)"
15.4130555557127025,47.0647222222026897,4.645459175109863,2,70.740,70.740,"(2454068616, 10978984241, 0);(10978984241, 2454068616, 0)"
15.4819444446016483,47.0274999999804351,4.645459175109863,2,70.673,95.625,"(20929468, 268656638, 0);(268656626, 20824331, 0)"
15.3905555557126839,47.1088888888693944,4.645459175109863,2,69.785,69.785,"(327822743, 327684785, 0);(327684785, 327822743, 0)"
15.4030555557126956,47.1102777777582844,4.645459175109863,3,46.321,52.539,"(21099639, 1244503971, 0);(1244503971, 21099639, 0);(1244504045, 1244503971, 0)"
15.372222222379337,47.0333333333137773,4.645459175109863,2,68.621,68.621,"(270330941, 485202302, 0);(485202302, 270330941, 0)"
15.4269444446016024,47.0847222222027071,4.645459175109863,2,68.573,68.573,"(1154378861, 940994978, 0);(940994978, 1154378861, 0)"
15.4400000001571698,47.1208333333138469,4.645459175109863,2,67.932,67.932,"(327751928, 327752074, 0);(327752074, 327751928, 0)"
15.4755555557127522,47.1244444444249595,4.645459175109863,2,67.266,67.266,"(333716673, 1813599405, 0);(1813599405, 333716673, 0)"
15.4405555557127254,47.0866666666471545,4.645459175109863,2,67.062,67.062,"(26755050, 36136353, 0);(36136353, 26755050, 0)"
15.4033333334904725,47.0255555555359948,4.645459175109863,2,66.098,66.098,"(35292941, 35958265, 0);(35958265, 35292941, 0)"
15.3702777779348914,47.053888888869345,1.2247639894485474,2,65.951,65.951,"(1757126151, 327715752, 0);(327715752, 1757126151, 0)"
15.4516666668238454,47.0980555555360496,4.645459175109863,3,43.553,45.286,"(10822211881, 332072299, 0);(332072299, 282680260, 0);(282680260, 332072299, 0)"
15.37611111126823,47.0594444444249049,4.645459175109863,2,65.035,65.035,"(275572568, 2494969672, 0);(2494969672, 275572568, 0)"
15.4108333334904799,47.0347222222026673,4.645459175109863,2,64.848,75.315,"(205294016, 4523835146, 0);(4339983822, 4339983797, 0)"
15.3755555557126726,47.0580555555360149,4.645459175109863,2,62.448,62.448,"(5122478770, 2494968795, 0);(2494968795, 5122478770, 0)"
15.4941666668238796,47.0422222222026747,4.645459175109863,2,62.417,62.417,"(25704329, 25704333, 0);(25704333, 25704329, 0)"
15.3861111112682369,47.0258333333137699,4.645459175109863,2,62.405,62.405,"(6345558319, 6345558331, 0);(6345558331, 6345558319, 0)"
15.3725000001571139,47.1163888888693947,4.645459175109863,2,61.232,72.542,"(224112678, 89459296, 0);(224112678, 89459293, 0)"
15.4597222223794084,47.0694444444249172,4.645459175109863,2,60.979,60.979,"(20929478, 21140896, 0);(21140896, 20929478, 0)"
15.3880555557126826,47.0380555555360047,4.645459175109863,2,60.641,60.641,"(270190853, 249317896, 0);(249317896, 270190853, 0)"
15.4711111112683053,47.1208333333138469,4.645459175109863,2,60.565,60.565,"(327774497, 327774499, 0);(327774499, 327774497, 0)"
15.4944444446016583,47.0805555555360371,4.645459175109863,2,60.209,60.209,"(327750931, 1482167845, 0);(1482167845, 327750931, 0)"
15.4741666668238622,47.0269444444248848,4.645459175109863,2,60.182,60.182,"(35773918, 11450676882, 0);(11450676882, 35773918, 0)"
15.4805555557127583,47.0363888888693324,4.645459175109863,2,59.615,59.615,"(35127836, 5041762249, 0);(5041762249, 35127836, 0)"
15.4775000001571996,47.0361111110915573,4.645459175109863,2,59.433,59.433,"(35127834, 35127878, 0);(35127878, 35127834, 0)"
15.3994444446015812,47.0349999999804425,4.645459175109863,2,59.298,59.298,"(2946623589, 269573480, 0);(269573480, 2946623589, 0)"
15.3972222223793569,47.0236111110915473,4.645459175109863,2,59.190,59.190,"(325212349, 35292726, 0);(35292726, 325212349, 0)"
15.4911111112683209,47.1091666666471696,4.645459175109863,2,58.557,58.557,"(385125700, 1396123037, 0);(1396123037, 385125700, 0)"
15.4291666668238285,47.0936111110916045,4.645459175109863,2,58.536,58.536,"(269606132, 1944479196, 0);(1944479196, 269606132, 0)"
15.4611111112682984,47.0805555555360371,4.645459175109863,2,58.379,58.379,"(332032630, 21413836, 0);(21413836, 332032630, 0)"
15.4955555557127695,47.0369444444248899,4.645459175109863,2,58.185,58.185,"(269216372, 6214588176, 0);(6214588176, 269216372, 0)"
15.4472222223793985,47.0736111110915871,4.645459175109863,1,116.332,116.332,"(21099611, 21261046, 0)"
15.449444444601621,47.0186111110915448,1.6071670055389404,2,57.203,57.203,"(35466444, 1812581770, 0);(1812581770, 35466444, 0)"
15.4547222223794023,47.0383333333137799,4.645459175109863,2,57.086,57.086,"(20959635, 21015387, 0);(21015387, 20959635, 0)"
15.3619444446015514,47.0494444444248998,1.0346920490264893,2,57.008,57.008,"(274812713, 301201349, 0);(301201349, 274812713, 0)"
15.3905555557126839,47.0727777777582546,4.645459175109863,2,56.824,56.824,"(60351564, 264110493, 0);(264110493, 60351564, 0)"
15.4447222223793954,47.0472222222026772,4.645459175109863,2,56.682,56.682,"(261711655, 261712730, 0);(261712730, 261711655, 0)"
15.4402777779349485,47.0430555555360073,4.645459175109863,2,56.624,56.624,"(261217440, 261218443, 0);(261218443, 261217440, 0)"
15.4413888890460598,47.0880555555360445,4.645459175109863,2,56.544,56.544,"(327768161, 1254424256, 0);(1254424256, 327768161, 0)"
15.4263888890460485,47.0297222222026647,4.645459175109863,2,56.385,68.346,"(20959645, 20959652, 0);(6251999373, 20959647, 0)"
15.4272222223793811,47.0269444444248848,4.645459175109863,2,55.857,55.857,"(35957786, 35957462, 0);(35957462, 35957786, 0)"
15.4638888890460784,47.0408333333137847,4.645459175109863,2,54.453,56.520,"(2052718107, 21486218, 0);(21486217, 2052718107, 0)"
15.4327777779349411,47.1183333333138421,4.645459175109863,2,54.414,54.414,"(293059286, 419876906, 0);(419876906, 293059286, 0)"
15.4802777779349796,47.0474999999804524,4.645459175109863,2,54.243,54.243,"(2572124658, 2206060014, 0);(2206060014, 2572124658, 0)"
15.4925000001572108,47.1233333333138518,4.645459175109863,2,54.058,54.058,"(293469382, 1707425759, 0);(1707425759, 293469382, 0)"
15.3994444446015812,47.0336111110915525,4.645459175109863,2,54.041,54.041,"(269573480, 269573483, 0);(269573483, 269573480, 0)"
15.449444444601621,47.0216666666470999,4.645459175109863,2,54.016,54.016,"(35466721, 35466727, 0);(35466727, 35466721, 0)"
15.4947222223794352,47.0549999999804598,4.645459175109863,2,53.592,53.592,"(21549241, 11537307769, 0);(11537307769, 21549241, 0)"
15.3977777779349125,47.0802777777582548,4.645459175109863,2,53.480,53.480,"(288172324, 279844207, 0);(279844207, 288172324, 0)"
15.4850000001572052,47.0249999999804373,1.2869000434875488,2,53.256,53.256,"(21099968, 268656637, 0);(268656637, 21099968, 0)"
15.4102777779349225,47.0588888888693546,4.645459175109863,2,53.164,53.164,"(327806584, 11568941330, 0);(11568941330, 327806584, 0)"
15.5069444446016682,47.0911111110915996,4.645459175109863,2,53.117,53.117,"(291384917, 1377237905, 0);(1377237905, 291384917, 0)"
15.4894444446016539,47.0519444444249046,4.645459175109863,2,52.553,52.553,"(1069189995, 1517966019, 0);(1517966019, 1069189995, 0)"
15.375000000157117,47.1113888888693921,4.645459175109863,1,104.832,104.832,"(224112669, 21099776, 0)"
15.4816666668238696,47.0836111110915922,4.645459175109863,2,51.884,51.884,"(327744607, 327725523, 0);(327725523, 327744607, 0)"
15.4616666668238523,47.0713888888693646,4.645459175109863,2,51.788,51.788,"(387195704, 21261001, 0);(21261001, 387195704, 0)"
15.4219444446015999,47.0572222222026824,4.645459175109863,2,51.655,51.655,"(260033580, 260033604, 0);(260033604, 260033580, 0)"
15.4611111112682984,47.0302777777582151,4.645459175109863,2,51.561,51.561,"(3800040013, 31027386, 0);(31027386, 3800040013, 0)"
15.4419444446016154,47.0530555555360124,4.645459175109863,2,51.438,51.438,"(35337663, 21424562, 0);(21424562, 35337663, 0)"
15.5083333334905582,47.1280555555360721,1.0811500549316406,2,51.411,51.411,"(317250905, 1813599583, 0);(1813599583, 317250905, 0)"
15.5141666668238969,47.1236111110916269,4.645459175109863,2,51.276,51.276,"(1381972120, 335533368, 0);(335533368, 1381972120, 0)"
15.4600000001571853,47.0827777777582597,4.645459175109863,2,50.956,50.956,"(21413836, 610856136, 0);(610856136, 21413836, 0)"
15.4816666668238696,47.0286111110915499,4.645459175109863,1,101.159,101.159,"(20929470, 20929468, 0)"
15.4394444446016124,47.0519444444249046,4.645459175109863,2,50.553,50.553,"(21525981, 8592408551, 0);(8592408551, 21525981, 0)"
15.4316666668238298,47.1113888888693921,4.645459175109863,2,50.496,50.496,"(268887730, 327756553, 0);(327756553, 268887730, 0)"
15.3944444446015769,47.0388888888693373,4.645459175109863,2,50.398,50.398,"(10261428385, 11731584692, 0);(11731584692, 10261428385, 0)"
15.4933333334905452,47.0705555555360249,4.645459175109863,2,50.390,50.390,"(21413704, 284142604, 0);(284142604, 21413704, 0)"
15.4358333334904998,47.0694444444249172,4.645459175109863,2,50.364,50.364,"(20911139, 20911155, 0);(20911155, 20911139, 0)"
15.4394444446016124,47.053888888869345,4.645459175109863,2,50.203,50.203,"(35337294, 35337298, 0);(35337298, 35337294, 0)"
15.4638888890460784,47.0422222222026747,4.645459175109863,2,50.090,55.775,"(21486218, 21486222, 0);(21486222, 21486214, 0)"
15.3725000001571139,47.0333333333137773,4.645459175109863,2,49.959,49.959,"(485202302, 1321528045, 0);(1321528045, 485202302, 0)"
15.4425000001571711,47.0933333333138222,4.645459175109863,2,49.844,49.844,"(36136345, 332184760, 0);(332184760, 36136345, 0)"
15.4725000001571953,47.0383333333137799,4.645459175109863,2,49.802,49.802,"(361390712, 35127866, 0);(35127866, 361390712, 0)"
15.39277777793491,47.035833333313775,4.645459175109863,2,49.611,49.611,"(270190407, 272518284, 0);(272518284, 270190407, 0)"
15.466111111268301,47.044166666647115,4.645459175109863,2,48.592,48.592,"(938635343, 20832768, 0);(20832768, 938635343, 0)"
15.4136111112682599,47.0599999999804623,4.645459175109863,2,48.554,48.554,"(21643219, 26790262, 0);(26790262, 21643219, 0)"
15.4491666668238423,47.0883333333138197,4.645459175109863,2,48.178,48.178,"(1136252432, 332188656, 0);(332188656, 1136252432, 0)"
15.3958333334904669,47.0244444444248799,4.645459175109863,2,48.066,48.066,"(35292726, 338552966, 0);(338552966, 35292726, 0)"
15.4016666668238056,47.0294444444248825,4.645459175109863,2,47.773,47.773,"(333558450, 35292497, 0);(35292497, 333558450, 0)"
15.4475000001571754,47.0724999999804723,4.645459175109863,2,47.742,47.742,"(20929485, 21099611, 0);(21099611, 20929485, 0)"
15.4280555557127155,47.0866666666471545,4.645459175109863,2,47.732,47.732,"(21424307, 31606783, 0);(31606783, 21424307, 0)"
15.4850000001572052,47.0366666666471147,4.645459175109863,2,47.648,47.648,"(1248484989, 5041762245, 0);(5041762245, 1248484989, 0)"
15.376388889046007,47.0280555555359925,4.645459175109863,2,47.504,47.504,"(270331069, 270331075, 0);(270331075, 270331069, 0)"
15.5069444446016682,47.1199999999805144,4.645459175109863,2,47.476,47.476,"(29734171, 1381972120, 0);(1381972120, 29734171, 0)"
15.4963888890461039,47.1047222222027244,4.645459175109863,2,47.191,47.191,"(266037691, 266037693, 0);(266037693, 266037691, 0)"
15.4233333334904898,47.0774999999804749,4.645459175109863,2,47.172,47.172,"(279627083, 279627100, 0);(279627100, 279627083, 0)"
15.4027777779349169,47.1094444444249518,4.645459175109863,2,46.796,46.796,"(21099639, 1244504045, 0);(1244504045, 21099639, 0)"
15.4955555557127695,47.0605555555360198,4.645459175109863,2,46.665,46.665,"(35293098, 80173071, 0);(80173071, 35293098, 0)"
15.3944444446015769,47.094444444424937,4.645459175109863,2,46.587,46.587,"(327762915, 327762920, 0);(327762920, 327762915, 0)"
15.4305555557127185,47.1186111110916244,4.645459175109863,2,46.405,46.405,"(327703112, 419876906, 0);(419876906, 327703112, 0)"
15.3863888890460139,47.1108333333138347,4.645459175109863,2,46.372,46.372,"(327684776, 1002767660, 0);(1002767660, 327684776, 0)"
15.3794444446015639,47.0602777777582446,4.645459175109863,2,46.258,46.258,"(2494969310, 2494969672, 0);(2494969672, 2494969310, 0)"
15.4725000001571953,47.0786111110915897,4.645459175109863,2,46.239,46.239,"(21413796, 6271570483, 0);(6271570483, 21413796, 0)"
15.4127777779349255,47.0191666666470951,4.645459175109863,2,46.096,46.096,"(265354916, 265356301, 0);(265356301, 265354916, 0)"
15.4094444446015899,47.0188888888693199,4.645459175109863,2,46.003,46.003,"(26756421, 265354912, 0);(265354912, 26756421, 0)"
15.452222222379401,47.0694444444249172,4.645459175109863,2,45.837,45.837,"(20929583, 20929584, 0);(20929584, 20929583, 0)"
15.3944444446015769,47.0594444444249049,4.645459175109863,2,45.692,45.692,"(26790245, 271783851, 0);(271783851, 26790245, 0)"
15.3802777779349,47.0602777777582446,4.645459175109863,2,45.554,45.554,"(26790229, 5122478770, 0);(5122478770, 26790229, 0)"
15.4422222223793923,47.0402777777582273,4.645459175109863,2,45.551,45.551,"(261217440, 261219684, 0);(261219684, 261217440, 0)"
15.4763888890460883,47.1197222222027321,4.645459175109863,2,45.543,45.543,"(327686301, 1020206638, 0);(1020206638, 327686301, 0)"
15.4861111112683183,47.105555555536057,4.645459175109863,2,45.426,45.426,"(21301789, 385123935, 0);(385123935, 21301789, 0)"
15.4027777779349169,47.0858333333138148,4.645459175109863,2,45.352,45.352,"(89128801, 89128913, 0);(89128913, 89128801, 0)"
15.4841666668238709,47.0269444444248848,4.645459175109863,2,45.221,46.954,"(7313987609, 20824331, 0);(268656626, 268656637, 0)"
15.4830555557127596,47.0608333333137949,4.645459175109863,2,45.169,45.169,"(21413672, 21413676, 0);(21413676, 21413672, 0)"
15.5155555557127869,47.1261111110916318,4.645459175109863,2,45.006,45.006,"(335533368, 1381972288, 0);(1381972288, 335533368, 0)"
15.4408333334905024,47.0880555555360445,4.645459175109863,2,44.866,44.866,"(327768161, 3112724835, 0);(3112724835, 327768161, 0)"
15.3997222223793599,47.033055555535995,4.645459175109863,2,44.787,44.787,"(249317868, 1026593378, 0);(1026593378, 249317868, 0)"
15.3902777779349069,47.0988888888693822,4.645459175109863,2,44.709,44.709,"(324350907, 277671945, 0);(277671945, 324350907, 0)"
15.4875000001572083,47.111111111091617,4.645459175109863,2,44.708,44.708,"(293465340, 293465362, 0);(293465362, 293465340, 0)"
15.4025000001571399,47.0788888888693648,4.645459175109863,2,44.576,44.576,"(288172328, 262150647, 0);(262150647, 288172328, 0)"
15.4305555557127185,47.0908333333138245,4.645459175109863,2,44.552,44.552,"(269606123, 1776908326, 0);(1776908326, 269606123, 0)"
15.4236111112682686,47.034444444424885,4.645459175109863,2,44.516,44.516,"(20959659, 3605772618, 0);(3605772618, 20959659, 0)"
15.4777777779349783,47.0349999999804425,4.645459175109863,1,88.883,88.883,"(35126490, 1052226102, 0)"
15.4822222223794252,47.0255555555359948,4.645459175109863,1,88.378,88.378,"(20929468, 21099885, 0)"
15.4786111112683109,47.0499999999804572,4.645459175109863,2,43.888,43.888,"(21451901, 1365684826, 0);(1365684826, 21451901, 0)"
15.4847222223794283,47.0799999999804797,4.645459175109863,2,43.733,43.733,"(1885470207, 327786637, 0);(327786637, 1885470207, 0)"
15.4413888890460598,47.0761111110915849,4.645459175109863,2,43.714,43.714,"(991630242, 300951771, 0);(300951771, 991630242, 0)"
15.4294444446016055,47.044166666647115,4.645459175109863,2,43.700,46.388,"(301607055, 261216752, 0);(261711207, 255891057, 0)"
15.4686111112683022,47.0269444444248848,4.645459175109863,2,43.433,43.433,"(35199670, 35199666, 0);(35199666, 35199670, 0)"
15.4925000001572108,47.1063888888693896,4.645459175109863,2,43.340,43.340,"(324245549, 975205834, 0);(975205834, 324245549, 0)"
15.4408333334905024,47.0322222222026625,4.645459175109863,2,43.291,45.761,"(1245791161, 992768813, 0);(992768813, 255888927, 0)"
15.4372222223793898,47.0297222222026647,4.645459175109863,2,43.280,43.280,"(34927333, 34927337, 0);(34927337, 34927333, 0)"
15.4627777779349653,47.0444444444248973,4.645459175109863,2,43.188,43.188,"(20832764, 35124224, 0);(35124224, 20832764, 0)"
15.4530555557127354,47.1038888888693847,4.645459175109863,2,43.046,43.046,"(21424406, 327756342, 0);(327756342, 21424406, 0)"
15.4125000001571468,47.0311111110915547,4.645459175109863,2,42.981,42.981,"(4872136476, 35958421, 0);(35958421, 4872136476, 0)"
15.4138888890460368,47.0741666666471446,4.645459175109863,2,42.935,42.935,"(21643189, 21643191, 0);(21643191, 21643189, 0)"
15.4644444446016323,47.0711111110915823,4.645459175109863,2,42.859,42.859,"(21260992, 21261449, 0);(21261449, 21260992, 0)"
15.4077777779349212,47.0336111110915525,4.645459175109863,2,42.698,42.698,"(34833972, 2000665191, 0);(2000665191, 34833972, 0)"
15.4283333334904924,47.0616666666471346,4.645459175109863,2,42.564,42.564,"(34926294, 34926296, 0);(34926296, 34926294, 0)"
15.4394444446016124,47.0522222222026798,4.645459175109863,2,42.550,42.550,"(21424561, 21525981, 0);(21525981, 21424561, 0)"
15.5050000001572208,47.0980555555360496,4.645459175109863,2,42.483,42.483,"(335650220, 335650143, 0);(335650143, 335650220, 0)"
15.3994444446015812,47.0230555555359899,4.645459175109863,2,42.429,42.429,"(21643278, 325212349, 0);(325212349, 21643278, 0)"
15.4250000001571586,47.0869444444249297,4.645459175109863,2,42.179,42.179,"(1244386472, 1832255693, 0);(1832255693, 1244386472, 0)"
15.4100000001571455,47.0886111110915948,4.645459175109863,2,41.893,41.893,"(327743660, 288698744, 0);(288698744, 327743660, 0)"
15.3702777779348914,47.112499999980507,4.645459175109863,2,41.848,41.848,"(299236236, 245887046, 0);(245887046, 299236236, 0)"
15.4186111112682624,47.0963888888693845,4.645459175109863,2,41.703,41.703,"(263491738, 263490587, 0);(263490587, 263491738, 0)"
15.4072222223793656,47.0219444444248751,4.645459175109863,2,41.439,41.439,"(333996016, 333998668, 0);(333998668, 333996016, 0)"
15.4166666668238186,47.0622222222026849,4.645459175109863,2,41.358,41.358,"(390291491, 12405692229, 0);(12405692229, 390291491, 0)"
