tile_center_lon,tile_center_lat,node_id,center_lon,center_lat,tile_distance_m,pop_density,raw_tile_pop
15.4777777779349783,47.0349999999804425,"(35126490, 1052226102, 0)",15.477813981386536,47.034201032649875,88.883,0.0,4.645459175109863
15.4794444446016453,47.034444444424885,"(20824610, 1240703420, 0)",15.480551582056778,47.03470214013402,88.663,0.0,4.645459175109863
15.4794444446016453,47.034444444424885,"(1240703420, 20824610, 0)",15.480551582056776,47.034702140134016,88.663,0.0,4.645459175109863
15.4794444446016453,47.034444444424885,"(35127834, 35767520, 0)",15.480509849379802,47.034614648902355,82.931,0.0,4.645459175109863
15.4794444446016453,47.034444444424885,"(35767520, 35127834, 0)",15.480509849379802,47.034614648902355,82.931,0.0,4.645459175109863
15.4816666668238696,47.034444444424885,"(1240703420, 5041762245, 0)",15.481613723352993,47.03521003477486,85.224,0.0,4.645459175109863
15.4816666668238696,47.034444444424885,"(5041762249, 1240703420, 0)",15.481356009138533,47.03530803371252,98.871,0.0,4.645459175109863
15.4816666668238696,47.034444444424885,"(5041762245, 5041762249, 0)",15.481446068078377,47.035359999747634,103.169,0.0,4.645459175109863
15.4816666668238696,47.034444444424885,"(5041762245, 1240703420, 0)",15.481613723352993,47.03521003477486,85.224,0.0,4.645459175109863
15.4777777779349783,47.0322222222026625,"(364380366, 20921176, 0)",15.477588747712709,47.03324630893656,114.771,0.0,4.645459175109863
15.4777777779349783,47.0322222222026625,"(1052226043, 20929475, 0)",15.476672604275771,47.03263296594219,95.403,0.0,4.645459175109863
15.4777777779349783,47.0322222222026625,"(1052226043, 20921176, 0)",15.476920135189854,47.032769830758646,89.066,0.0,4.645459175109863
15.4777777779349783,47.0322222222026625,"(20921176, 20929475, 0)",15.476768157503948,47.03284483458534,103.189,0.0,4.645459175109863
15.4777777779349783,47.0322222222026625,"(20929475, 20921176, 0)",15.476768157503948,47.03284483458534,103.189,0.0,4.645459175109863
15.4777777779349783,47.0322222222026625,"(20929475, 35129132, 0)",15.476084547202067,47.03251845594113,132.488,0.0,4.645459175109863
15.4777777779349783,47.0322222222026625,"(20929475, 20929474, 0)",15.476541551234359,47.03256335940697,101.080,0.0,4.645459175109863
